TP08A;TP08B;TP08C;TP08D;TP08E;TP08F;TP08G;TP08H;TP08J;TP08M
0,00;1,00;3,00;3,00;1,00;2,00;1,00;1,00;2,00;1,00
2,00;1,00;2,00;0,00;2,00;1,00;0,00;1,00;1,00;0,00
7,78;7,78;8,89;8,89;8,89;10,00;8,89;8,89;8,89;10,00
4,00;6,00;6,00;4,00;6,00;5,00;4,00;5,00;4,00;4,00
8,89;10,00;10,00;0,00;10,00;10,00;10,00;6,67;5,56;0,00
8,89;10,00;10,00;8,89;10,00;10,00;10,00;10,00;10,00;10,00
10,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00
7,78;6,67;8,89;7,78;8,89;7,78;7,78;5,56;6,67;6,67
7,78;7,78;6,67;5,56;5,56;5,56;5,56;7,78;3,33;5,56
8,89;8,89;8,89;8,89;10,00;10,00;7,78;10,00;10,00;0,00
4,00;6,00;4,00;6,00;6,00;6,00;4,00;5,00;4,00;5,00
6,67;7,78;7,78;4,44;7,78;7,78;7,78;7,78;7,78;7,78
0,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00
8,89;8,89;7,78;7,78;8,89;7,78;8,89;8,89;7,78;7,78
9,00;7,00;8,00;8,00;9,00;7,00;8,00;10,00;7,00;9,00
10,00;10,00;10,00;5,56;10,00;10,00;10,00;10,00;5,56;10,00
3,33;7,78;7,78;5,56;10,00;10,00;10,00;10,00;10,00;10,00
8,89;8,89;6,67;10,00;4,44;4,44;7,78;6,67;7,78;10,00
3,00;1,00;3,00;2,00;1,00;2,00;1,00;0,00;3,00;3,00
8,89;8,89;4,44;7,78;8,89;8,89;8,89;7,78;8,89;8,89
6,67;8,89;10,00;7,78;10,00;10,00;10,00;8,89;10,00;10,00
6,67;8,89;10,00;3,33;7,78;8,89;10,00;8,89;8,89;8,89
4,00;6,00;4,00;5,00;4,00;4,00;6,00;6,00;4,00;5,00
0,00;3,00;1,00;1,00;3,00;0,00;1,00;1,00;1,00;3,00
10,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00
4,00;6,00;5,00;4,00;6,00;5,00;6,00;5,00;6,00;4,00
2,22;10,00;7,78;7,78;8,89;7,78;10,00;7,78;8,89;7,78
5,56;7,78;4,44;1,11;0,00;2,22;5,56;3,33;4,44;0,00
4,44;7,78;8,89;5,56;10,00;7,78;8,89;8,89;3,33;0,00
10,00;7,78;7,78;4,44;10,00;10,00;10,00;10,00;10,00;7,78
7,78;8,89;7,78;5,56;8,89;7,78;8,89;7,78;6,67;7,78
3,00;2,00;2,00;1,00;0,00;3,00;0,00;2,00;1,00;0,00
5,56;3,00;6,67;3,33;6,67;6,67;6,67;8,89;6,67;6,67
10,00;8,00;8,00;8,00;7,00;10,00;8,00;9,00;8,00;10,00
5,56;6,67;6,67;4,44;7,78;7,78;6,67;8,89;6,67;7,78
7,78;10,00;8,89;6,67;10,00;6,67;10,00;8,89;6,67;8,89
7,78;7,78;10,00;7,78;8,89;6,67;10,00;10,00;6,67;7,78
2,22;6,67;8,89;3,33;8,89;0,00;0,00;7,78;4,44;0,00
2,00;1,00;3,00;3,00;2,00;3,00;1,00;3,00;0,00;2,00
10,00;10,00;7,78;1,11;10,00;7,78;6,67;6,67;4,44;0,00
5,00;4,00;5,00;4,00;5,00;5,00;4,00;4,00;6,00;6,00
3,33;4,44;4,44;5,56;6,67;4,44;3,33;3,33;5,56;3,33
8,00;9,00;9,00;7,00;8,00;10,00;9,00;7,00;10,00;10,00
5,56;4,44;4,44;3,33;10,00;7,78;5,56;5,56;3,33;8,89
7,00;7,00;9,00;9,00;7,00;8,00;9,00;10,00;9,00;9,00
10,00;8,89;8,89;10,00;10,00;8,89;10,00;10,00;10,00;8,89
8,00;8,00;8,00;10,00;8,00;10,00;10,00;10,00;10,00;7,00
5,56;8,89;3,33;6,67;10,00;7,78;6,67;8,89;6,67;8,89
10,00;10,00;7,78;7,78;10,00;7,78;4,44;7,78;7,78;7,78
7,78;10,00;10,00;10,00;10,00;10,00;10,00;10,00;6,67;10,00
7,78;8,89;10,00;5,56;10,00;10,00;10,00;10,00;7,78;8,89
10,00;4,44;7,78;7,78;10,00;10,00;10,00;8,89;10,00;7,78
10,00;10,00;10,00;4,44;10,00;10,00;10,00;10,00;10,00;10,00
7,78;8,89;7,78;6,67;8,89;7,78;10,00;10,00;8,89;8,89
8,89;10,00;10,00;10,00;10,00;10,00;10,00;10,00;8,89;10,00
8,89;8,89;10,00;10,00;10,00;10,00;10,00;10,00;8,89;10,00
6,00;4,00;4,00;4,00;4,00;4,00;5,00;6,00;5,00;5,00
4,44;10,00;7,78;10,00;0,00;3,33;2,22;2,22;5,56;0,00
10,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00
4,44;6,67;8,89;1,11;8,89;3,33;3,33;1,11;8,89;1,11
5,56;6,67;6,67;7,78;6,67;6,67;5,56;4,44;6,67;4,44
5,00;4,00;5,00;5,00;6,00;5,00;4,00;6,00;5,00;4,00
10,00;10,00;10,00;8,89;10,00;10,00;10,00;10,00;10,00;10,00
6,00;4,00;5,00;4,00;6,00;6,00;5,00;5,00;6,00;4,00
1,11;10,00;1,11;7,78;10,00;10,00;10,00;10,00;10,00;10,00
1,11;1,11;2,22;0,00;3,33;0,00;2,22;2,22;0,00;0,00
5,00;5,00;5,00;5,00;4,00;4,00;6,00;4,00;4,00;4,00
4,44;7,78;6,67;4,44;10,00;6,67;8,89;8,89;6,67;8,89
4,00;6,00;6,00;6,00;6,00;5,00;4,00;5,00;5,00;5,00
4,00;5,00;4,00;6,00;5,00;6,00;5,00;5,00;4,00;5,00
8,89;10,00;10,00;10,00;10,00;10,00;7,78;8,89;10,00;10,00
8,89;10,00;10,00;7,78;10,00;10,00;10,00;10,00;8,89;10,00
1,11;10,00;7,78;4,44;10,00;10,00;10,00;10,00;7,78;7,78
10,00;9,00;9,00;8,00;8,00;7,00;9,00;9,00;9,00;8,00
10,00;7,78;5,56;4,44;10,00;10,00;10,00;8,89;10,00;10,00
9,00;8,00;7,00;7,00;9,00;9,00;7,00;10,00;10,00;9,00
1,11;1,11;0,00;5,56;10,00;7,78;8,89;7,78;8,89;8,89
7,78;10,00;7,78;7,78;10,00;10,00;7,78;10,00;10,00;10,00
0,00;10,00;0,00;0,00;0,00;0,00;0,00;4,44;0,00;0,00
0,00;7,78;4,44;2,22;10,00;10,00;8,89;10,00;7,78;10,00
7,78;10,00;10,00;7,78;10,00;10,00;8,89;7,78;10,00;7,78
2,00;3,00;2,00;2,00;2,00;2,00;2,00;2,00;1,00;1,00
0,00;1,00;2,00;0,00;0,00;1,00;3,00;0,00;0,00;1,00
8,00;10,00;9,00;8,00;9,00;8,00;7,00;9,00;7,00;10,00
6,67;5,56;8,89;7,78;7,78;5,56;6,67;4,44;7,78;6,67
7,78;7,78;8,89;4,44;8,89;8,89;10,00;10,00;10,00;10,00
10,00;10,00;10,00;8,89;10,00;8,89;8,89;10,00;10,00;10,00
5,00;6,00;5,00;6,00;6,00;4,00;4,00;6,00;5,00;4,00
7,78;7,78;7,78;5,56;8,89;10,00;10,00;8,89;8,89;10,00
9,00;9,00;9,00;10,00;8,00;10,00;9,00;8,00;10,00;9,00
5,56;10,00;10,00;7,78;8,89;7,78;8,89;7,78;8,89;5,56
7,78;7,78;7,78;7,78;7,78;8,89;7,78;8,89;7,78;7,78
4,00;6,00;4,00;6,00;6,00;6,00;5,00;4,00;4,00;6,00
10,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00
2,22;7,78;10,00;7,78;10,00;10,00;10,00;10,00;7,78;10,00
6,67;10,00;10,00;4,44;10,00;10,00;10,00;10,00;10,00;4,44
7,78;10,00;10,00;7,78;10,00;10,00;10,00;10,00;10,00;10,00
3,33;10,00;5,56;3,33;4,44;3,33;3,33;3,33;3,33;2,22
7,78;7,78;8,89;6,67;10,00;8,89;10,00;7,78;7,78;6,67
0,00;4,44;3,33;1,11;4,44;3,33;4,44;3,33;6,67;3,33
4,44;10,00;10,00;6,67;10,00;10,00;10,00;10,00;10,00;10,00
10,00;10,00;7,78;7,78;10,00;10,00;10,00;10,00;10,00;10,00
10,00;5,56;8,89;4,44;10,00;5,56;10,00;10,00;10,00;10,00
1,00;0,00;2,00;2,00;3,00;3,00;0,00;3,00;1,00;3,00
10,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00
6,67;10,00;10,00;6,67;10,00;7,78;7,78;7,78;10,00;7,78
10,00;10,00;10,00;10,00;10,00;10,00;7,78;10,00;10,00;10,00
1,11;1,11;1,11;3,33;0,00;1,11;1,11;1,11;1,11;3,33
1,11;8,89;1,11;1,11;0,00;0,00;0,00;1,11;0,00;0,00
2,00;3,00;2,00;2,00;1,00;0,00;1,00;2,00;1,00;3,00
1,00;1,00;3,00;2,00;2,00;3,00;3,00;1,00;3,00;0,00
5,56;5,56;6,67;5,56;10,00;10,00;10,00;10,00;10,00;10,00
3,33;8,89;8,89;7,78;10,00;10,00;10,00;10,00;8,89;10,00
10,00;3,00;10,00;7,78;10,00;10,00;6,67;10,00;7,78;10,00
1,00;0,00;0,00;3,00;3,00;0,00;2,00;3,00;1,00;1,00
2,00;1,00;2,00;0,00;0,00;2,00;0,00;1,00;3,00;3,00
2,22;2,22;8,89;2,22;10,00;4,44;4,44;8,89;7,78;0,00
10,00;10,00;10,00;8,89;10,00;8,89;10,00;10,00;10,00;8,89
6,67;10,00;7,78;7,78;10,00;7,78;6,67;7,78;7,78;0,00
7,78;7,78;5,56;4,44;10,00;8,89;10,00;10,00;10,00;7,78
4,00;5,00;4,00;4,00;4,00;5,00;6,00;5,00;6,00;6,00
1,11;7,78;4,44;8,89;10,00;7,78;4,44;7,78;7,78;0,00
0,00;4,44;4,44;0,00;7,78;0,00;5,56;4,44;2,22;0,00
10,00;10,00;10,00;10,00;10,00;10,00;4,44;10,00;10,00;4,44
7,78;8,89;7,78;8,89;8,89;8,89;8,89;8,89;8,89;10,00
9,00;7,00;8,00;10,00;8,00;8,00;8,00;7,00;8,00;10,00
7,78;6,67;8,89;7,78;10,00;5,56;4,44;8,89;7,78;8,89
7,78;10,00;7,78;10,00;10,00;7,78;7,78;10,00;6,67;6,67
10,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00
7,78;8,89;10,00;6,67;10,00;7,78;6,67;8,89;8,89;7,78
10,00;10,00;10,00;4,44;10,00;10,00;10,00;10,00;10,00;10,00
10,00;8,89;10,00;10,00;8,89;10,00;10,00;10,00;10,00;10,00
2,22;2,22;2,22;2,22;10,00;4,44;0,00;2,22;6,67;0,00
7,78;4,44;5,56;4,44;7,78;6,67;4,44;5,56;4,44;6,67
5,56;8,89;8,89;6,67;10,00;8,89;7,78;8,89;7,78;7,78
5,00;5,00;6,00;4,00;6,00;5,00;4,00;6,00;6,00;5,00
4,44;5,56;7,78;3,33;6,67;8,89;8,89;6,67;6,67;8,89
8,00;10,00;9,00;10,00;8,00;9,00;9,00;10,00;8,00;8,00
9,00;9,00;8,00;9,00;10,00;7,00;8,00;7,00;9,00;7,00
10,00;10,00;4,44;4,44;10,00;10,00;10,00;10,00;10,00;10,00
0,00;0,00;1,00;3,00;0,00;2,00;0,00;2,00;3,00;2,00
7,00;7,00;8,00;7,00;10,00;10,00;7,00;8,00;10,00;9,00
4,44;7,78;7,78;7,78;10,00;7,78;10,00;10,00;10,00;10,00
10,00;8,89;8,89;8,89;10,00;10,00;10,00;10,00;8,89;10,00
5,56;7,78;10,00;7,78;10,00;10,00;10,00;10,00;10,00;10,00
6,67;5,56;5,56;8,89;8,89;8,89;8,89;7,78;6,67;6,67
8,00;7,00;9,00;10,00;8,00;7,00;9,00;7,00;10,00;8,00
10,00;8,89;8,89;8,89;8,89;8,89;8,89;8,89;10,00;8,89
6,67;7,78;5,56;8,89;7,78;7,78;6,67;5,56;5,56;7,78
10,00;8,00;10,00;8,00;7,00;10,00;8,00;9,00;10,00;10,00
1,11;4,44;0,00;2,22;4,44;0,00;4,44;4,44;4,44;4,44
7,78;7,78;7,78;10,00;10,00;7,78;10,00;10,00;10,00;10,00
2,00;1,00;1,00;3,00;0,00;3,00;1,00;3,00;3,00;0,00
3,00;1,00;3,00;0,00;3,00;1,00;0,00;0,00;0,00;1,00
10,00;10,00;4,44;8,89;10,00;10,00;10,00;10,00;10,00;7,78
10,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00;4,44
5,56;10,00;6,67;4,44;10,00;10,00;5,56;10,00;4,44;7,78
6,67;8,89;7,78;7,78;8,89;8,89;8,89;8,89;8,89;8,89
10,00;8,89;10,00;10,00;10,00;10,00;10,00;10,00;8,89;8,89
0,00;7,78;4,44;0,00;10,00;10,00;10,00;10,00;4,44;10,00
10,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00
3,00;3,00;1,00;2,00;1,00;1,00;2,00;1,00;3,00;2,00
8,89;10,00;8,89;7,78;7,78;4,44;8,89;6,67;8,89;0,00
6,00;4,00;4,00;5,00;6,00;5,00;6,00;5,00;5,00;6,00
9,00;7,00;8,00;7,00;9,00;10,00;8,00;8,00;9,00;9,00
10,00;8,89;10,00;4,44;10,00;10,00;8,89;10,00;10,00;8,89
6,67;6,67;4,44;4,44;7,78;8,89;5,56;5,56;5,56;4,44
10,00;10,00;10,00;8,89;10,00;10,00;10,00;10,00;8,89;10,00
4,44;3,00;4,44;0,00;10,00;5,56;5,56;7,78;6,67;10,00
10,00;7,78;10,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00
1,00;0,00;3,00;3,00;0,00;3,00;1,00;0,00;0,00;2,00
7,78;7,78;8,89;4,44;7,78;7,78;8,89;7,78;3,33;7,78
4,00;5,00;6,00;6,00;5,00;4,00;6,00;4,00;6,00;6,00
10,00;10,00;5,56;7,78;10,00;10,00;10,00;10,00;10,00;10,00
5,56;7,78;8,89;3,33;5,56;2,22;1,11;10,00;4,44;8,89
5,00;5,00;6,00;6,00;5,00;5,00;6,00;6,00;6,00;6,00
9,00;9,00;9,00;10,00;7,00;10,00;10,00;8,00;9,00;8,00
7,00;10,00;8,00;9,00;10,00;7,00;7,00;9,00;8,00;10,00
2,00;1,00;1,00;0,00;3,00;2,00;0,00;0,00;3,00;3,00
5,00;6,00;5,00;4,00;4,00;5,00;5,00;4,00;4,00;4,00
10,00;7,00;7,00;10,00;8,00;7,00;10,00;10,00;7,00;10,00
10,00;10,00;7,78;10,00;10,00;10,00;10,00;10,00;10,00;10,00
10,00;10,00;5,56;5,56;10,00;8,89;10,00;4,44;10,00;3,33
6,00;4,00;6,00;5,00;6,00;4,00;4,00;4,00;5,00;6,00
3,33;4,44;3,33;7,78;10,00;10,00;10,00;10,00;7,78;10,00
8,89;10,00;10,00;10,00;8,89;7,78;8,89;10,00;10,00;10,00
0,00;0,00;1,00;2,00;2,00;0,00;3,00;3,00;3,00;3,00
10,00;10,00;0,00;10,00;10,00;10,00;10,00;10,00;4,44;10,00
10,00;10,00;10,00;3,33;10,00;10,00;10,00;10,00;10,00;10,00
3,00;1,00;3,00;0,00;2,00;2,00;1,00;3,00;3,00;2,00
10,00;8,00;9,00;10,00;8,00;7,00;9,00;9,00;7,00;7,00
8,89;10,00;5,56;7,78;8,89;4,44;5,56;4,44;6,67;6,67
10,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00
10,00;10,00;10,00;10,00;10,00;7,78;4,44;10,00;7,78;0,00
10,00;10,00;10,00;8,89;10,00;10,00;10,00;10,00;10,00;10,00
6,00;5,00;4,00;5,00;5,00;4,00;6,00;5,00;5,00;6,00
10,00;8,00;9,00;9,00;9,00;7,00;10,00;9,00;9,00;10,00
5,00;6,00;4,00;4,00;4,00;4,00;6,00;4,00;5,00;5,00
0,00;2,00;3,00;3,00;1,00;3,00;0,00;1,00;0,00;0,00
4,00;6,00;5,00;5,00;5,00;4,00;6,00;4,00;5,00;5,00
10,00;8,89;10,00;10,00;10,00;10,00;10,00;10,00;8,89;10,00
4,44;3,00;7,78;10,00;10,00;4,44;8,89;8,89;7,78;10,00
10,00;10,00;8,89;10,00;10,00;10,00;10,00;8,89;8,89;8,89
6,67;7,78;10,00;3,33;7,78;6,67;8,89;7,78;5,56;6,67
10,00;7,78;10,00;6,67;10,00;10,00;10,00;10,00;7,78;10,00
8,89;8,89;10,00;4,44;10,00;8,89;4,44;10,00;8,89;1,11
7,00;8,00;7,00;8,00;9,00;8,00;10,00;8,00;8,00;8,00
4,00;4,00;4,00;4,00;5,00;5,00;6,00;5,00;4,00;5,00
5,00;4,00;6,00;6,00;6,00;4,00;5,00;4,00;6,00;4,00
10,00;10,00;10,00;9,00;9,00;7,00;9,00;8,00;9,00;8,00
9,00;9,00;9,00;7,00;7,00;8,00;9,00;8,00;10,00;9,00
0,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00;7,78;10,00
4,44;10,00;10,00;4,44;10,00;6,67;10,00;10,00;10,00;10,00
7,78;7,78;6,67;7,78;6,67;7,78;8,89;7,78;6,67;7,78
3,33;0,00;4,44;1,11;10,00;10,00;8,89;8,89;7,78;5,56
2,22;4,44;4,44;2,22;5,56;1,11;1,11;2,22;4,44;0,00
4,00;5,00;5,00;5,00;4,00;4,00;6,00;6,00;4,00;4,00
5,00;4,00;5,00;4,00;6,00;5,00;4,00;4,00;4,00;5,00
4,00;6,00;4,00;5,00;4,00;4,00;6,00;6,00;5,00;5,00
10,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00
7,00;9,00;8,00;10,00;7,00;9,00;9,00;9,00;10,00;10,00
2,22;10,00;10,00;2,22;7,78;7,78;7,78;7,78;7,78;8,89
4,44;5,56;7,78;4,44;6,67;6,67;7,78;7,78;4,44;5,56
4,44;10,00;7,78;4,44;10,00;7,78;7,78;7,78;4,44;4,44
6,67;8,89;10,00;4,44;10,00;7,78;10,00;7,78;8,89;6,67
10,00;10,00;7,78;7,78;8,89;7,78;8,89;8,89;10,00;8,89
4,44;5,56;5,56;3,33;7,78;7,78;7,78;6,67;6,67;7,78
6,67;6,67;6,67;5,56;10,00;3,33;7,78;10,00;5,56;4,44
6,67;8,89;10,00;4,44;4,44;4,44;7,78;8,89;7,78;8,89
3,33;2,22;5,56;5,56;8,89;0,00;0,00;0,00;0,00;0,00
6,67;7,78;4,44;7,78;7,78;4,44;3,33;3,33;4,44;3,33
0,00;3,00;4,44;0,00;4,44;4,44;5,56;4,44;4,44;0,00
6,00;5,00;4,00;6,00;4,00;5,00;5,00;6,00;5,00;6,00
4,44;3,33;5,56;7,78;4,44;5,56;7,78;7,78;6,67;2,22
7,78;10,00;7,78;8,89;10,00;10,00;10,00;10,00;7,78;10,00
4,44;2,22;2,22;3,33;10,00;5,56;8,89;7,78;4,44;2,22
8,89;8,89;8,89;5,56;10,00;10,00;8,89;10,00;6,67;10,00
9,00;8,00;8,00;8,00;10,00;10,00;9,00;10,00;7,00;10,00
7,00;9,00;7,00;10,00;10,00;8,00;7,00;8,00;10,00;10,00
6,67;8,89;10,00;5,56;10,00;8,89;8,89;10,00;8,89;8,89
10,00;10,00;10,00;4,44;10,00;10,00;7,78;10,00;4,44;10,00
6,00;4,00;4,00;5,00;4,00;6,00;4,00;4,00;4,00;5,00
8,89;8,89;8,89;7,78;10,00;8,89;10,00;8,89;10,00;4,44
4,44;10,00;10,00;7,78;10,00;10,00;10,00;10,00;6,67;10,00
4,44;7,78;7,78;8,89;10,00;8,89;7,78;8,89;7,78;10,00
9,00;10,00;8,00;8,00;9,00;9,00;8,00;9,00;9,00;9,00
9,00;9,00;8,00;7,00;10,00;7,00;8,00;8,00;9,00;9,00
3,00;3,00;0,00;2,00;3,00;1,00;3,00;2,00;1,00;3,00
8,00;8,00;10,00;10,00;7,00;8,00;9,00;7,00;10,00;8,00
6,00;4,00;4,00;6,00;6,00;4,00;4,00;4,00;5,00;4,00
1,11;10,00;4,44;1,11;7,78;3,33;3,33;6,67;1,11;0,00
4,00;6,00;4,00;4,00;5,00;6,00;4,00;4,00;4,00;4,00
10,00;10,00;10,00;7,78;10,00;10,00;10,00;10,00;10,00;10,00
3,00;2,00;0,00;3,00;3,00;2,00;2,00;0,00;0,00;0,00
1,11;1,11;7,78;3,33;1,11;2,22;1,11;0,00;4,44;0,00
4,00;4,00;6,00;6,00;4,00;4,00;5,00;5,00;6,00;6,00
7,78;10,00;8,89;7,78;8,89;6,67;8,89;5,56;4,44;7,78
7,78;8,89;10,00;4,44;10,00;10,00;4,44;7,78;7,78;10,00
6,67;6,67;6,67;5,56;7,78;5,56;7,78;5,56;4,44;5,56
7,78;0,00;10,00;0,00;10,00;10,00;10,00;4,44;10,00;0,00
10,00;8,00;9,00;10,00;8,00;9,00;9,00;10,00;9,00;8,00
4,00;5,00;4,00;4,00;6,00;6,00;6,00;4,00;6,00;4,00
2,22;7,78;7,78;1,11;8,89;8,89;2,22;8,89;2,22;4,44
10,00;10,00;10,00;7,78;10,00;10,00;6,67;4,44;7,78;0,00
7,00;10,00;7,00;7,00;8,00;9,00;8,00;7,00;10,00;7,00
10,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00
3,00;1,00;1,00;2,00;1,00;2,00;2,00;0,00;1,00;3,00
2,22;7,78;4,44;5,56;4,44;4,44;4,44;5,56;4,44;4,44
6,67;7,78;4,44;4,44;10,00;4,44;6,67;7,78;5,56;2,22
4,00;4,00;5,00;4,00;4,00;4,00;6,00;6,00;6,00;5,00
10,00;10,00;10,00;10,00;10,00;7,78;10,00;10,00;10,00;10,00
0,00;2,22;4,44;2,22;10,00;10,00;10,00;10,00;10,00;0,00
8,00;9,00;8,00;7,00;8,00;8,00;9,00;10,00;10,00;8,00
7,00;9,00;9,00;9,00;7,00;9,00;9,00;9,00;8,00;8,00
6,00;5,00;5,00;4,00;4,00;4,00;4,00;6,00;6,00;5,00
8,89;10,00;7,78;10,00;10,00;8,89;10,00;10,00;10,00;10,00
5,00;4,00;6,00;4,00;5,00;4,00;6,00;4,00;6,00;5,00
6,00;4,00;4,00;5,00;5,00;6,00;6,00;6,00;5,00;6,00
6,67;10,00;5,56;7,78;10,00;10,00;10,00;10,00;8,89;10,00
0,00;3,00;1,00;3,00;1,00;2,00;0,00;3,00;2,00;3,00
4,44;1,11;2,22;3,33;5,56;0,00;1,11;3,33;4,44;1,11
5,56;7,78;3,00;4,44;8,89;10,00;10,00;10,00;7,78;10,00
2,00;3,00;2,00;2,00;2,00;3,00;1,00;3,00;2,00;1,00
6,00;5,00;6,00;6,00;5,00;4,00;6,00;5,00;5,00;6,00
6,67;10,00;10,00;4,44;8,89;7,78;7,78;8,89;10,00;1,11
10,00;8,89;7,78;8,89;10,00;10,00;10,00;8,89;8,89;10,00
5,56;10,00;10,00;6,67;10,00;7,78;6,67;7,78;7,78;5,56
6,67;7,78;7,78;7,78;7,78;10,00;7,78;7,78;10,00;7,78
10,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00
4,00;6,00;6,00;4,00;4,00;4,00;5,00;5,00;6,00;6,00
10,00;10,00;7,78;7,78;10,00;10,00;10,00;10,00;10,00;10,00
1,11;10,00;4,44;8,89;10,00;10,00;6,67;10,00;10,00;0,00
1,00;2,00;1,00;0,00;1,00;2,00;0,00;1,00;1,00;1,00
10,00;10,00;10,00;6,67;10,00;10,00;10,00;10,00;10,00;10,00
10,00;10,00;8,89;7,78;10,00;8,89;10,00;10,00;8,89;10,00
0,00;4,44;4,44;4,44;7,78;4,44;0,00;4,44;7,78;0,00
10,00;7,78;10,00;5,56;10,00;10,00;10,00;8,89;10,00;10,00
6,00;6,00;4,00;4,00;5,00;6,00;6,00;4,00;5,00;6,00
7,78;10,00;3,33;1,11;10,00;10,00;10,00;10,00;10,00;10,00
5,56;7,78;0,00;7,78;7,78;7,78;7,78;10,00;7,78;10,00
6,00;6,00;5,00;4,00;5,00;4,00;5,00;5,00;6,00;4,00
4,00;5,00;6,00;5,00;5,00;5,00;4,00;4,00;4,00;6,00
4,44;10,00;10,00;8,89;10,00;6,67;10,00;8,89;8,89;10,00
8,89;8,89;10,00;7,78;10,00;10,00;10,00;10,00;8,89;10,00
8,89;10,00;8,89;10,00;10,00;10,00;6,67;10,00;10,00;10,00
6,67;7,78;8,89;7,78;8,89;7,78;7,78;7,78;7,78;7,78
8,89;3,00;6,67;6,67;7,78;2,22;7,78;4,44;4,44;0,00
0,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00
10,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00
8,89;10,00;8,89;8,89;10,00;10,00;10,00;10,00;10,00;10,00
10,00;8,89;10,00;10,00;8,89;7,78;8,89;10,00;7,78;10,00
10,00;10,00;10,00;10,00;10,00;10,00;4,44;10,00;10,00;0,00
10,00;7,78;7,78;6,67;7,78;7,78;4,44;7,78;10,00;10,00
5,56;5,56;7,78;4,44;10,00;10,00;10,00;10,00;7,78;7,78
0,00;4,44;0,00;0,00;4,44;0,00;0,00;10,00;0,00;0,00
10,00;8,89;10,00;10,00;10,00;7,78;7,78;7,78;8,89;7,78
8,00;9,00;9,00;9,00;8,00;10,00;8,00;7,00;7,00;10,00
0,00;1,11;4,44;0,00;6,67;1,11;0,00;0,00;2,22;0,00
4,00;5,00;6,00;6,00;4,00;4,00;6,00;5,00;6,00;6,00
4,44;7,78;4,44;6,67;5,56;4,44;4,44;3,33;6,67;4,44
7,00;10,00;7,00;7,00;9,00;10,00;9,00;7,00;9,00;8,00
10,00;10,00;7,78;7,78;10,00;10,00;7,78;8,89;10,00;10,00
3,00;0,00;2,00;1,00;0,00;0,00;3,00;1,00;1,00;0,00
10,00;10,00;7,78;10,00;10,00;8,89;10,00;10,00;7,78;8,89
10,00;8,89;7,78;3,33;10,00;7,78;10,00;10,00;1,11;10,00
8,89;10,00;7,78;8,89;10,00;10,00;8,89;10,00;10,00;8,89
6,00;4,00;5,00;6,00;6,00;6,00;6,00;6,00;5,00;4,00
10,00;7,78;10,00;7,78;10,00;7,78;10,00;7,78;8,89;10,00
2,22;3,33;7,78;1,11;8,89;4,44;8,89;7,78;5,56;0,00
4,00;5,00;5,00;5,00;6,00;5,00;4,00;5,00;6,00;4,00
3,33;10,00;10,00;7,78;10,00;10,00;10,00;10,00;10,00;10,00
7,78;0,00;2,22;0,00;10,00;10,00;10,00;10,00;10,00;10,00
10,00;9,00;9,00;10,00;7,00;9,00;9,00;8,00;8,00;9,00
6,00;6,00;4,00;5,00;4,00;5,00;4,00;5,00;5,00;5,00
7,78;4,44;5,56;6,67;10,00;7,78;8,89;8,89;6,67;7,78
7,78;7,78;7,78;4,44;7,78;6,67;6,67;7,78;7,78;7,78
7,78;6,67;7,78;8,89;10,00;8,89;8,89;10,00;8,89;8,89
3,33;8,89;8,89;0,00;10,00;6,67;10,00;10,00;10,00;10,00
10,00;10,00;10,00;10,00;10,00;10,00;8,89;10,00;10,00;10,00
4,44;10,00;10,00;7,78;10,00;10,00;10,00;10,00;10,00;10,00
10,00;10,00;10,00;7,78;10,00;10,00;10,00;10,00;10,00;10,00
4,44;7,78;4,44;6,67;8,89;7,78;3,33;4,44;3,33;2,22
0,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00
1,00;2,00;3,00;1,00;1,00;3,00;3,00;3,00;1,00;2,00
4,00;5,00;5,00;4,00;6,00;4,00;6,00;4,00;6,00;6,00
10,00;7,78;7,78;8,89;10,00;10,00;10,00;10,00;10,00;10,00
7,78;10,00;7,78;10,00;10,00;7,78;7,78;10,00;10,00;6,67
2,00;3,00;2,00;0,00;0,00;3,00;2,00;0,00;1,00;2,00
