Loan_Status,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Gender,Dependents,Self_Employed,Credit_History,Amauntxterm,Property_Area,Income
1,0,40,360,1,2,1,2,331.55,1,13262
0,1287,100,360,2,1,1,2,48.85,1,3598
1,2004,250,360,2,2,1,2,32.276,2,6065
1,2035,148,360,2,3,1,2,35.93243243,1,3283
0,6666,70,180,2,1,1,2,125.6571429,2,2130
0,3666,311,360,2,1,1,2,30.48553055,1,5815
1,3428,150,360,2,4,1,2,45.96,1,3466
1,1632,113,480,1,3,1,2,32.4159292,2,2031
0,1800,123,360,2,1,1,1,39.62601626,2,3074
0,1915,185,360,2,1,1,2,35.66486486,2,4683
0,0,95,360,1,1,1,2,35.78947368,1,3400
1,1742,45,360,2,3,1,2,87.42222222,2,2192
1,0,55,360,2,1,1,2,45.45454545,2,2500
1,1424,100,360,2,4,2,2,71.01,1,5677
1,7166,480,360,2,3,2,2,31.4875,1,7948
0,2087,120,360,2,1,1,2,56.39166667,2,4680
1,0,400,360,2,3,2,2,43.75,1,17500
1,0,110,360,2,1,1,2,34.31818182,2,3775
1,1430,161,360,2,2,1,1,41.70807453,2,5285
1,1302,94,360,2,2,1,2,42.35106383,2,2679
1,0,130,360,2,1,1,2,52.17692308,2,6783
1,5500,216,360,2,1,1,2,30.20833333,1,1025
1,0,100,360,2,4,1,2,42.81,1,4281
0,0,110,360,2,3,1,1,32.61818182,1,3588
0,0,196,360,2,2,1,2,57.39795918,2,11250
1,0,125,360,1,1,2,2,145.32,1,18165
1,2042,126,360,2,1,1,2,36.44444444,1,2550
1,3906,324,360,2,1,1,2,30.9845679,1,6133
1,0,107,360,2,3,1,2,33.80373832,2,3617
0,536,66,360,2,1,1,2,52.31818182,1,2917
1,0,157,180,2,4,1,2,40.87261146,1,6417
1,2845,140,180,1,2,1,2,53.23571429,2,4608
0,0,99,360,1,1,1,1,21.5959596,2,2138
1,0,95,360,1,2,1,2,38.44210526,2,3652
1,2524,128,360,2,2,1,2,37.2109375,1,2239
1,663,102,360,1,1,1,2,36.07843137,2,3017
1,1950,155,360,2,1,1,2,30.43870968,1,2768
0,0,80,36,2,1,1,2,41.975,2,3358
1,1783,145,360,2,1,1,2,29.71724138,1,2526
0,0,103,360,1,1,1,1,48.54368932,2,5000
1,2016,110,360,2,1,1,2,43.64545455,1,2785
0,0,120,360,2,3,2,1,55.275,1,6633
1,2375,120,360,2,2,1,2,40.55833333,1,2492
1,3250,158,360,2,2,1,2,41.66455696,1,3333
0,2333,181,360,2,1,1,1,26.44751381,1,2454
0,4266,132,180,2,1,1,1,59.53787879,1,3593
1,1032,26,360,2,2,1,2,250,2,5468
1,1625,84,360,1,1,1,2,51.0952381,1,2667
1,0,260,360,2,4,2,2,38.99615385,2,10139
1,2669,162,360,2,1,1,2,40.4691358,2,3887
1,2306,182,360,1,1,1,2,35.63736264,2,4180
1,242,108,360,2,3,1,2,36.26851852,2,3675
1,0,600,360,1,2,2,2,32.47333333,2,19484
1,2054,211,360,2,1,1,2,37.8056872,1,5923
1,0,132,360,2,1,2,2,43.93939394,2,5800
0,0,258,360,2,3,1,1,34.10465116,1,8799
1,0,120,360,2,1,1,2,37.225,1,4467
1,0,70,360,2,1,1,2,47.61428571,1,3333
0,2500,123,360,2,4,1,1,47.96747967,1,3400
0,0,9,360,1,1,1,2,264.2222222,1,2378
0,2064,104,360,2,1,1,1,50.28846154,1,3166
1,1750,186,360,2,2,1,2,27.77956989,1,3417
0,1451,165,360,2,1,1,1,39.8,1,5116
1,0,275,360,2,3,1,2,60.60363636,1,16666
0,1625,187,480,2,3,1,2,41.44385027,2,6125
0,0,150,360,2,4,1,2,42.70666667,2,6406
1,461,108,84,2,3,1,2,33.51851852,1,3159
0,2210,136,360,2,1,1,1,38.94852941,2,3087
1,2739,110,360,2,1,1,2,54.25454545,1,3229
1,2232,107,360,2,2,1,2,37.51401869,1,1782
1,2917,161,360,2,1,1,2,37.88198758,1,3182
1,0,205,360,2,3,1,2,31.90243902,2,6540
0,33837,90,360,2,1,1,2,396.3666667,1,1836
1,0,36,360,1,1,1,2,87.94444444,2,3166
0,0,61,360,2,2,1,2,30.81967213,1,1880
0,1917,146,360,2,2,1,1,32.21917808,1,2787
0,3000,172,84,2,2,1,2,42.34302326,1,4283
1,1522,104,360,2,1,1,2,36.72115385,1,2297
1,0,70,360,1,1,1,2,30.92857143,2,2165
1,0,94,360,2,1,1,2,50.53191489,2,4750
0,0,106,360,2,3,2,1,25.71698113,2,2726
1,3416,56,180,2,1,1,2,114.5714286,2,3000
0,0,205,240,2,3,2,2,29.26829268,2,6000
1,0,292,360,2,4,2,2,32.04452055,2,9357
1,3300,142,180,2,1,1,2,50.41549296,1,3859
1,0,260,360,2,1,2,2,62,1,16120
1,0,110,360,2,1,1,2,34.84545455,1,3833
0,1000,187,360,2,3,2,2,39.48128342,1,6383
0,0,88,360,2,1,1,1,33.94318182,2,2987
1,0,180,360,2,1,2,2,55.35,1,9963
1,0,192,360,2,3,1,2,30.10416667,1,5780
0,41667,350,180,1,4,1,2,120.2371429,1,416
1,2792,155,360,2,1,1,2,36.68387097,1,2894
1,0,128,360,2,4,1,2,44.5546875,1,5703
1,4301,172,360,2,1,1,2,46.37790698,1,3676
1,0,496,360,1,2,1,2,24.19354839,2,12000
0,3800,120,180,2,1,1,2,51.66666667,1,2400
1,2500,173,360,2,2,1,2,34.10404624,2,3400
1,1411,157,360,2,3,1,2,34.38216561,1,3987
1,1950,108,360,2,1,1,2,47.98148148,1,3232
1,0,71,360,1,1,1,2,40.84507042,1,2900
1,0,40,180,2,4,1,2,102.65,1,4106
1,240,253,360,2,2,1,2,32.85375494,1,8072
1,0,187,360,2,3,1,2,40.55080214,1,7583
0,0,133,360,1,1,2,1,34.45864662,2,4583
